,index,date,hour,rdn,rds,demand,supply1,supply2,supply3,supply4,wind,reserve,cro,se,weekdays,month,lag_rdn_24,lag_rdn_25,lag_rdn_26,lag_rdn_48,lag_rdn_72,lag_rdn_96,lag_rdn_168,lag_cro_72,lag_se_24,lag_se_48,lag_se_72,ma_rdn_24,ma_rdn_48,ma_rdn_72,ma_rdn_96,ma_rdn_168,med_rdn_24,med_rdn_48,med_rdn_72,med_rdn_96,med_rdn_168,sd_rdn_24,sd_rdn_48,sd_rdn_72,sd_rdn_96,sd_rdn_168,ma_cro_24,ma_cro_48,ma_cro_72,ma_cro_96,ma_cro_168,med_cro_24,med_cro_48,med_cro_72,med_cro_96,med_cro_168,sd_cro_24,sd_cro_48,sd_cro_72,sd_cro_96,sd_cro_168,day
360,360,01/07/2019,1,193.95,194.79,15050,22346,6351,9645,5405,2623,1352,201.17,218.49,0,7,157.59,201.12,229.0,220.54,220.0,230.1,220.0,203.36,253.73,265.31,274.72,233.591666667,247.454375,242.41875,253.4315625,248.387321429,236.79,239.655,238.215,239.31,238.215,31.0691335246,38.5756485257,33.6408870919,46.2422897204,50.0165367561,165.984166667,161.149583333,188.786805556,197.557395833,244.947083333,194.28,187.455,202.87,218.0,243.905,70.302002935,75.5007655015,79.4496463412,76.7606202663,98.3011968809,0
361,361,01/07/2019,2,188.0,190.75,14525,22346,6187,9284,5241,2500,1305,201.05,209.1,0,7,150.0,157.59,201.12,203.85,215.0,223.44,219.4,203.24,250.46,263.83,275.14,231.347916667,246.100208333,241.39875,252.544895833,248.446845238,236.79,239.655,238.215,239.31,238.215,35.005507887,40.8150574264,35.2970259266,47.3986998266,49.892571287,171.400833333,163.774583333,188.791944444,197.653645833,244.952559524,194.56,193.455,203.055,218.0,243.905,67.8094828508,74.7075458024,79.4505820477,76.7619056992,98.2988335772,0
362,362,01/07/2019,3,180.0,188.6,14350,22346,5908,9388,4962,2226,1289,201.05,209.31,0,7,150.0,150.0,157.59,203.85,205.0,215.0,216.65,203.24,221.97,249.18,273.88,229.104166667,244.954375,240.495972222,251.7115625,248.530178571,236.79,239.655,238.215,239.31,238.215,38.4053837843,42.7209752113,36.7817391412,48.4899346545,49.7150075231,176.801666667,166.399583333,188.800416667,197.4634375,244.95875,194.56,194.28,203.24,218.0,243.905,64.7770364348,73.8105327189,79.4521109628,76.7248090917,98.2961577772,0
363,363,01/07/2019,4,179.93,188.53,14275,22346,5577,9644,4631,1894,1283,207.2,216.91,0,7,144.99,150.0,150.0,203.85,205.0,205.6,202.0,203.12,180.72,234.52,274.93,226.651666667,243.704166667,239.654166667,250.826041667,248.623690476,236.79,239.655,238.215,239.31,238.215,41.8160862189,44.7452220596,38.2556779823,49.6528823879,49.503685456,182.213333333,169.024583333,188.805555556,197.271979167,244.964940476,194.56,194.56,203.24,212.0,243.905,61.0681198169,72.8014711962,79.4530378768,76.6871204944,98.2934739094,0
364,364,01/07/2019,5,176.93,186.63,14075,22346,5282,9739,4336,1600,1265,207.44,222.5,0,7,138.79,144.99,150.0,203.85,205.0,195.75,190.96,198.56,157.41,253.73,267.65,223.940833333,242.324791667,238.863055556,249.9440625,248.69077381,236.79,239.655,238.215,239.31,238.215,45.3205233207,46.9309092898,39.7366723742,50.8809059953,49.3459778557,187.476666667,169.6275,188.749027778,197.033020833,244.855178571,196.56,194.56,203.24,206.0,243.905,56.4463832297,72.9262357863,79.4445111544,76.6465608817,98.3351755643,0
365,365,01/07/2019,6,193.92,208.12,14800,22346,5039,10694,4106,1352,1330,225.1,253.94,0,7,138.22,138.79,144.99,203.85,200.0,205.0,211.65,203.48,107.19,250.46,310.17,221.20625,241.037708333,237.935555556,248.9671875,248.754464286,236.79,239.655,238.215,239.31,238.215,48.4569711243,48.9213187762,41.2873138068,52.1143471447,49.1953223978,192.945,169.325,188.759166667,196.8453125,244.774702381,200.84,194.56,203.3,206.0,243.905,50.8798325982,72.7512208569,79.4463697174,76.6080661543,98.3636365489,0
366,366,01/07/2019,7,264.12,281.25,17500,23055,4839,13561,3939,1137,1570,287.46,292.24,0,7,140.13,138.22,138.79,220.54,262.0,249.48,268.7,272.55,133.77,221.97,508.72,217.855833333,238.49875,236.416805556,247.666458333,248.857738095,236.79,239.31,238.12,239.31,238.215,51.2068705408,50.9314120197,42.8387377619,53.2557930821,48.9468692974,201.29125,170.086458333,188.740972222,197.226041667,244.848869048,203.18,194.56,203.3,206.0,243.905,46.4556081056,73.6496594867,79.4267533982,76.8949930268,98.3799496053,0
367,367,01/07/2019,8,250.0,235.16,19975,23055,4720,16146,3829,990,1793,241.07,313.02,0,7,182.5,140.13,138.22,232.11,250.0,220.0,275.0,320.22,158.57,180.72,638.17,215.78875,237.0925,235.895972222,246.699791667,249.155119048,236.79,239.31,238.12,238.81,238.215,51.6062046583,51.5353771695,43.2669666032,53.5901012262,48.3844763048,211.582083333,175.211041667,189.218055556,197.948020833,245.216964286,203.24,194.56,203.3,206.0,243.905,44.154932757,75.3761901353,80.1185344497,77.7252449353,98.5464288203,0
368,368,01/07/2019,9,270.0,242.32,21225,23055,4735,17335,3890,993,1906,287.46,337.28,0,7,198.92,182.5,140.13,262.91,315.11,238.12,315.41,571.32,225.24,157.41,634.9,213.1225,234.671875,235.351527778,245.364583333,249.23797619,232.615,239.31,238.12,238.215,238.215,50.7110902243,50.5114747299,43.4846730861,53.1609243299,48.285772623,227.280416667,182.51125,193.182638889,201.2153125,246.732559524,203.3,194.56,203.3,206.0,243.905,85.4780036022,94.4513426377,91.2569623968,86.3732169252,101.564145578,0
369,369,01/07/2019,10,279.0,256.27,21775,23055,4856,17760,4015,1111,1955,292.22,337.6,0,7,223.82,198.92,182.5,280.0,317.61,238.12,316.53,515.89,234.53,107.19,519.9,210.781666667,232.717916667,235.152916667,243.841875,249.262559524,227.545,238.81,238.12,238.12,238.215,48.7484518966,49.0271300473,43.5045025819,51.6247146711,48.2716883091,240.6925,187.83125,196.377361111,203.736458333,247.918214286,203.42,194.56,203.3,206.0,243.905,103.402955817,105.486268979,98.3018060527,91.8731569866,103.529484674,0
370,370,01/07/2019,11,279.0,256.45,22025,23032,5024,17836,4189,1281,1978,292.22,328.63,0,7,231.99,223.82,198.92,279.24,315.93,239.97,303.0,320.19,244.02,133.77,464.09,208.812916667,230.969166667,235.042083333,242.23625,249.333928571,227.545,237.83,238.12,238.12,238.215,46.7777783066,47.4681269473,43.5022225735,49.506259684,48.2370160128,245.995833333,189.071041667,196.374305556,204.2190625,247.938988095,210.74,194.56,203.3,206.0,243.905,104.107305884,106.703377546,98.2978997358,92.3657529274,103.54371796,0
371,371,01/07/2019,12,280.0,291.24,22400,23032,5245,17990,4410,1508,2011,318.83,315.55,0,7,237.31,231.99,223.82,279.24,315.93,240.6,316.53,376.97,249.3,158.57,417.04,207.065833333,229.33125,234.996388889,240.603854167,249.407202381,227.545,237.33,238.12,238.12,238.215,44.773122267,45.8012762354,43.4980300446,46.9672645768,48.2091721703,253.59625,191.265625,196.887777778,205.2928125,248.289107143,224.0,194.56,203.3,206.0,243.905,106.812271637,109.484533658,99.1515666667,93.772638504,103.881443744,0
372,372,01/07/2019,13,280.0,291.75,22625,23032,5504,17957,4668,1768,2032,318.84,300.89,0,7,237.31,237.31,231.99,278.35,317.61,248.0,322.89,316.92,255.63,225.24,387.71,205.355833333,227.658333333,234.847916667,238.909166667,249.48047619,227.545,237.31,237.735,238.12,238.215,42.6663729638,43.9367926242,43.4712554515,43.9965051164,48.1812001353,258.694583333,193.576458333,196.84125,205.731354167,248.281785714,230.65,194.56,203.3,206.0,243.905,106.792077136,110.962727948,99.093622042,94.1986909689,103.876533784,0
373,373,01/07/2019,14,279.3,291.53,22525,23032,5747,17615,4910,2004,2023,318.84,288.96,0,7,237.0,237.31,237.31,269.94,315.11,240.6,320.0,316.92,248.77,234.53,362.18,203.983333333,226.031041667,234.797916667,237.315416667,249.563571429,227.545,237.155,237.33,238.12,238.215,40.9955853049,42.0342127745,43.4666163931,41.1444368796,48.1473528698,264.31625,198.397708333,197.2725,206.169895833,248.263452381,231.3,196.56,203.3,206.0,243.905,106.128360092,111.194246699,99.5530263227,94.6207711979,103.864071379,0
374,374,01/07/2019,15,250.0,268.13,22225,23032,5796,17266,4959,2075,1996,287.46,287.49,0,7,223.82,237.0,237.31,240.0,285.0,238.12,302.1,316.91,221.87,244.02,348.99,203.309166667,224.756458333,234.599305556,236.247083333,249.588154762,224.955,236.615,237.31,238.06,238.215,40.5076801002,41.1258314791,43.4838899852,40.1264059512,48.1330607638,269.9375,202.168958333,197.703611111,206.964583333,248.264642857,233.095,200.84,203.3,206.0,243.905,105.147109669,112.095212327,100.008266649,95.2315470056,103.864861745,0
375,375,01/07/2019,16,243.99,247.03,22200,23032,5741,17297,4903,2026,1993,287.46,284.85,0,7,205.0,223.82,237.0,239.31,280.0,238.12,302.32,299.37,51.06,249.3,349.21,201.879583333,223.193958333,234.139305556,235.0871875,249.548869048,223.82,234.17,237.155,237.675,238.215,39.7808175839,40.4006477586,43.6210869774,39.3891451439,48.1669334788,272.77375,204.614166667,198.233194444,207.8121875,248.161488095,247.14,203.18,203.3,206.0,243.905,104.977510959,112.922971578,100.449439329,95.691803963,103.805075826,0
376,376,01/07/2019,17,241.7,257.79,22050,23032,5624,17264,4786,1907,1980,318.84,281.9,0,7,200.0,205.0,223.82,239.31,250.0,230.0,268.0,316.92,23.74,255.63,354.16,200.241666667,222.152291667,233.722638889,234.0246875,249.484047619,214.41,232.05,237.155,237.33,238.215,38.973747872,40.3393299578,43.8040778214,38.9383268084,48.2265615963,276.395416667,205.539583333,199.347361111,210.307916667,248.347380952,260.47,203.18,203.3,206.0,243.905,104.937018792,113.67067866,101.323207886,95.3767316644,103.90060305,0
377,377,01/07/2019,18,240.21,246.25,21750,23032,5384,17226,4524,1661,1953,318.83,290.13,0,7,200.0,200.0,205.0,237.35,244.99,230.0,261.0,316.91,211.53,248.77,402.06,198.685416667,221.215,233.305972222,233.191354167,249.41922619,203.06,230.495,237.155,237.31,238.215,38.1648732167,40.3200722939,43.9823046895,38.7998435054,48.2860285392,279.9625,206.464791667,200.464722222,212.802291667,248.533214286,267.05,203.18,203.3,212.0,243.905,104.792413609,114.405649466,102.178220357,94.9960644446,103.995668878,0
378,378,01/07/2019,19,239.89,245.93,21525,22995,5131,17260,4265,1407,1933,287.46,295.82,0,7,206.0,200.0,200.0,226.09,238.31,227.26,242.33,299.37,269.13,221.87,557.36,197.848333333,220.541875,233.010694444,232.7259375,249.390119048,203.06,227.545,237.155,237.155,238.215,37.7557934128,40.2983013557,44.0946879151,38.8557885027,48.3108607691,281.628333333,208.41,201.494305556,215.113958333,248.76702381,285.96,203.18,203.3,218.0,243.905,104.768932529,115.188671429,102.80295081,94.3657322335,104.065939273,0
379,379,01/07/2019,20,240.72,241.42,21550,22995,4963,17459,4091,1226,1935,287.46,294.24,0,7,218.18,206.0,200.0,236.23,265.0,238.12,242.33,299.37,255.42,51.06,685.01,197.09625,219.566458333,232.73375,232.2903125,249.381130952,203.06,224.955,236.615,236.615,238.215,37.1326340489,39.7623739332,44.1247541409,38.7811484983,48.3165596069,284.315,213.037708333,202.409166667,216.0865625,248.848511905,299.37,203.24,203.3,219.455,243.905,104.344169396,114.265127594,103.38324302,94.7511915862,104.10037103,0
380,380,01/07/2019,21,240.32,241.26,21450,22995,4938,17389,4061,1204,1926,287.46,291.92,0,7,215.0,218.18,206.0,239.31,265.0,238.12,237.0,285.87,250.77,23.74,669.29,196.083333333,218.524791667,232.412638889,232.0971875,249.353214286,203.06,223.82,234.17,236.615,238.215,36.2521767462,39.1977372333,44.1691082856,38.8210026092,48.3351687997,285.328333333,217.389166667,203.252916667,216.274791667,249.002916667,299.37,203.3,203.3,219.455,243.905,104.231506405,112.943763691,103.818192352,94.872875409,104.136137189,0
381,381,01/07/2019,22,239.49,237.59,21225,22995,5088,17055,4170,1336,1906,287.46,287.91,0,7,226.74,215.0,218.18,239.31,240.0,230.17,228.31,245.43,237.27,211.53,314.28,195.559583333,218.248541667,232.365,232.063229167,249.395178571,203.06,223.82,234.17,236.615,238.215,35.6869055853,39.0897451857,44.1734106819,38.8242821059,48.3123161542,287.447916667,220.958125,203.844027778,216.103333333,248.916607143,299.37,203.42,203.42,219.455,243.025,102.813026327,111.010316037,103.937075596,94.8044187918,104.133035293,0
382,382,01/07/2019,23,289.57,261.17,20125,22995,5259,15796,4329,1535,1807,250.0,286.43,0,7,229.66,226.74,215.0,229.0,290.17,277.02,260.51,273.54,202.56,269.13,302.68,195.587083333,216.987916667,231.707222222,231.8503125,249.466488095,203.06,223.82,232.05,234.17,238.215,35.7140388277,37.6709237137,43.8505304775,38.7803479926,48.2740500347,289.762083333,225.120625,204.355694444,216.0996875,248.927797619,299.37,210.74,203.42,219.455,243.025,101.801984049,109.102201967,104.191466316,94.8021798378,104.135594991,0
383,383,01/07/2019,24,227.0,214.93,18475,22995,5397,14013,4462,1678,1658,222.0,275.14,0,7,198.97,229.66,226.74,201.12,253.3,249.73,230.28,272.52,45.68,255.42,267.76,195.4975,215.856041667,231.002222222,231.44375,249.579404762,202.5,222.18,230.825,232.05,238.215,35.7022514514,37.3716846812,43.9645856271,38.9195378144,48.1325684765,298.007916667,229.264375,205.014027778,216.085729167,249.001785714,299.37,224.0,203.42,219.455,243.025,91.0668970535,106.982273515,104.473878974,94.7936841639,104.147988205,0
384,384,02/07/2019,1,230.99,230.87,16825,23378,5588,12150,4675,1822,1510,280.86,263.28,1,7,193.95,198.97,229.66,157.59,220.54,220.0,233.99,202.54,218.49,250.77,254.55,197.0125,215.302083333,230.640416667,231.0671875,249.424345238,202.5,222.18,230.825,232.05,238.215,34.7833657458,37.4976361785,44.1631439748,39.1071070591,48.2701928165,297.97375,231.978958333,206.757638889,216.083541667,248.804642857,299.37,224.0,203.42,219.455,243.025,91.1040974028,104.53835186,103.348843497,94.7939975668,104.204725391,1
385,385,02/07/2019,2,230.99,236.28,16075,23378,5673,11315,4760,1907,1442,271.64,253.8,1,7,188.0,193.95,198.97,150.0,203.85,215.0,228.0,202.66,209.1,237.27,234.41,198.595833333,214.971875,230.265416667,230.698020833,249.237440476,202.5,222.18,230.825,232.05,238.215,33.3871763871,37.6700223755,44.4117531056,39.3464073828,48.447610015,297.949583333,234.675208333,208.499583333,216.081354167,248.517559524,299.37,224.0,203.42,219.455,238.66,91.130392605,101.995113066,102.185506696,94.7943081194,104.265364867,1
386,386,02/07/2019,3,224.0,227.12,15725,23378,5752,10886,4839,1971,1411,280.86,239.47,1,7,180.0,188.0,193.95,150.0,203.85,205.0,222.99,202.54,209.31,202.56,231.36,199.845833333,214.475,229.918194444,230.3334375,249.019285714,202.5,222.18,230.825,232.05,238.215,32.0223641846,37.97589465,44.7088013305,39.6543459576,48.6771983357,297.920416667,237.361041667,210.239861111,216.080416667,248.319702381,299.37,224.0,203.42,219.455,238.66,91.1621292213,99.3263243211,100.978431939,94.7944429963,104.321204454,1
387,387,02/07/2019,4,222.0,230.49,15600,23378,5818,10695,4905,2003,1399,280.86,226.83,1,7,179.93,180.0,188.0,144.99,203.85,205.0,220.14,202.78,216.91,45.68,196.24,201.301666667,213.976666667,229.57,230.066041667,248.887916667,202.5,222.18,230.825,232.05,238.215,30.1601109539,38.2740591187,45.0022589417,39.908616547,48.8343801523,297.90625,240.059791667,211.985138889,216.080729167,248.033333333,299.37,224.0,203.42,219.455,236.7,91.1775269228,96.4915733393,99.7233599146,94.794398638,104.380122587,1
388,388,02/07/2019,5,211.02,226.41,15225,23378,5873,10265,4960,2059,1366,245.81,216.71,1,7,176.93,179.93,180.0,138.79,203.85,205.0,216.74,202.66,222.5,218.49,142.78,202.890833333,213.415833333,229.180138889,229.87,248.804404762,202.5,222.18,230.825,232.05,238.215,27.6210392268,38.6212591018,45.3384419016,40.1246003817,48.9459051849,298.077083333,242.776875,212.444027778,216.081041667,247.852738095,299.37,224.0,203.42,219.455,236.7,90.9869371646,93.4538474136,99.6016103674,94.7943538789,104.432522051,1
389,389,02/07/2019,6,223.82,226.61,15600,23438,6029,10484,5116,2186,1399,210.06,225.03,1,7,193.92,176.93,179.93,138.22,203.85,200.0,222.66,195.74,253.94,209.1,158.6,205.211666667,213.208958333,229.095694444,229.754583333,248.698869048,202.5,222.18,230.825,232.05,238.215,24.061596981,38.7001033172,45.3991778429,40.212729666,49.0455092272,297.754583333,245.349791667,212.134861111,216.008020833,247.636309524,299.37,224.0,203.3,219.455,236.7,91.3498047869,90.3058752239,99.6186679716,94.8074300066,104.503016801,1
390,390,02/07/2019,7,259.1,249.63,17800,23438,6204,12503,5297,2372,1597,272.89,255.9,1,7,264.12,193.92,176.93,140.13,220.54,262.0,270.58,236.49,292.24,209.31,242.32,210.377916667,214.116875,229.125138889,229.907083333,248.671607143,205.5,223.82,230.825,232.05,238.215,22.7558835162,39.3809622521,45.421501082,40.3159497996,49.0355969359,296.252083333,248.771666667,212.141666667,215.61875,247.40797619,299.37,230.65,203.3,219.455,236.595,92.0760543851,86.64448696,99.6203380304,94.6439726137,104.485106044,1
391,391,02/07/2019,8,223.67,217.53,19800,23438,6435,14266,5534,2580,1777,243.33,282.98,1,7,250.0,264.12,193.92,182.5,232.11,250.0,265.0,266.0,313.02,216.91,262.88,213.190416667,214.489583333,229.125138889,230.219583333,248.522797619,210.5,223.82,230.825,234.17,238.215,23.3247236769,39.6386892433,45.421501082,40.354599527,48.9931347497,293.992916667,252.7875,214.805,215.411770833,247.291428571,292.62,231.3,203.42,219.455,236.595,92.1275653164,82.7136707037,98.437952417,94.5103540415,104.453187557,1
392,392,02/07/2019,9,237.6,238.13,20850,23438,6595,15149,5701,2714,1872,266.04,289.62,1,7,270.0,250.0,264.12,198.92,262.91,315.11,306.0,316.94,337.28,222.5,268.16,216.152083333,214.637291667,228.498611111,230.551666667,248.2525,216.59,223.82,230.825,234.17,238.215,25.8138415818,39.8356809876,44.5209400425,40.550991932,48.7465490472,283.39375,255.337083333,216.13875,215.735416667,247.293690476,292.62,233.095,203.42,219.455,236.595,71.057928653,82.7667827799,99.1696775405,94.806907953,104.454700634,1
393,393,02/07/2019,10,237.6,231.49,21350,23438,6762,15476,5874,2882,1917,254.58,300.05,1,7,279.0,270.0,250.0,223.82,280.0,317.61,339.38,324.07,337.6,253.94,283.87,218.45125,214.616458333,227.962361111,230.9775,248.029107143,216.59,223.82,230.825,234.17,238.215,28.8099826166,39.8010165854,43.6566222488,40.844884135,48.5172330126,275.40125,258.046875,217.02125,216.133333333,247.315654762,292.62,235.69,203.42,219.455,236.595,52.0030107249,82.8450885858,99.8506538722,95.1837863423,104.470547691,1
394,394,02/07/2019,11,237.6,236.11,21500,23438,6992,15389,6111,3098,1931,243.45,303.63,1,7,279.0,279.0,270.0,231.99,279.24,315.93,310.0,316.94,328.63,292.24,288.93,220.41,214.611458333,227.449444444,231.3840625,247.88625,216.59,223.82,230.825,234.17,238.215,31.2640367084,39.7927397414,42.8174211579,41.1285994126,48.3895696769,275.265833333,260.630833333,217.802638889,216.0971875,247.317857143,292.62,240.96,203.42,219.455,236.595,51.8854077598,82.704370767,100.415655715,95.1444214002,104.472020299,1
